num_date_time,answer
2_20220831 07,1286.1116943359375
2_20220831 08,1796.0440673828125
2_20220831 09,2012.0374755859375
2_20220831 10,2306.394287109375
2_20220831 11,2181.4873046875
2_20220831 12,2174.708984375
2_20220831 13,2210.62353515625
2_20220831 14,2218.814697265625
2_20220831 15,2275.156005859375
2_20220831 16,2226.110595703125
2_20220831 17,2172.060791015625
2_20220831 18,2108.82861328125
2_20220831 19,1958.8084716796875
2_20220831 20,1794.3974609375
2_20220831 21,1296.349365234375
2_20220831 22,1198.9154052734375
2_20220831 23,1296.0643310546875
3_20220825 00,1050.99658203125
3_20220825 01,1140.9627685546875
3_20220825 02,1064.9129638671875
3_20220825 03,936.7745971679688
3_20220825 04,966.7876586914062
3_20220825 05,852.262451171875
3_20220825 06,844.5928344726562
3_20220825 07,1145.61083984375
3_20220825 08,950.7490844726562
3_20220825 09,1016.1689453125
3_20220825 10,988.60546875
3_20220825 11,1098.4195556640625
3_20220825 12,1064.2154541015625
3_20220825 13,1185.3564453125
3_20220825 14,1335.1444091796875
3_20220825 15,1630.7266845703125
3_20220825 16,1099.3970947265625
3_20220825 17,1086.992431640625
3_20220825 18,1012.7111206054688
3_20220825 19,1103.76904296875
3_20220825 20,1772.44921875
3_20220825 21,1035.1383056640625
3_20220825 22,912.2000122070312
3_20220825 23,854.31103515625
3_20220826 00,901.8124389648438
3_20220826 01,816.238037109375
3_20220826 02,836.501953125
3_20220826 03,870.7300415039062
3_20220826 04,832.5607299804688
3_20220826 05,856.1448364257812
3_20220826 06,910.1665649414062
3_20220826 07,1124.90771484375
3_20220826 08,1062.5177001953125
3_20220826 09,1048.0816650390625
3_20220826 10,1046.188232421875
3_20220826 11,1323.4114990234375
3_20220826 12,1788.3148193359375
3_20220826 13,1632.0977783203125
3_20220826 14,1714.75146484375
3_20220826 15,1648.6744384765625
3_20220826 16,1585.05517578125
3_20220826 17,1469.25830078125
3_20220826 18,1429.6839599609375
3_20220826 19,1322.4073486328125
3_20220826 20,1889.4320068359375
3_20220826 21,1000.2033081054688
3_20220826 22,762.1934204101562
3_20220826 23,825.3522338867188
3_20220827 00,827.2750854492188
3_20220827 01,813.521728515625
3_20220827 02,821.8880004882812
3_20220827 03,818.4138793945312
3_20220827 04,781.5979614257812
3_20220827 05,760.8345336914062
3_20220827 06,683.494140625
3_20220827 07,816.6088256835938
3_20220827 08,736.8269653320312
3_20220827 09,1765.2230224609375
3_20220827 10,1366.1097412109375
3_20220827 11,1176.1732177734375
3_20220827 12,1211.5074462890625
3_20220827 13,1277.2730712890625
3_20220827 14,1331.240234375
3_20220827 15,1383.0609130859375
3_20220827 16,1344.915283203125
3_20220827 17,1309.1336669921875
3_20220827 18,1765.5489501953125
3_20220827 19,1796.8001708984375
3_20220827 20,2407.246826171875
3_20220827 21,1237.7354736328125
3_20220827 22,1126.4962158203125
3_20220827 23,1092.065185546875
3_20220828 00,1144.51904296875
3_20220828 01,1222.2965087890625
3_20220828 02,1023.908203125
3_20220828 03,1052.6890869140625
3_20220828 04,944.0142211914062
3_20220828 05,776.66455078125
3_20220828 06,701.4765625
3_20220828 07,837.8705444335938
3_20220828 08,958.06298828125
3_20220828 09,1717.5584716796875
3_20220828 10,1801.1197509765625
3_20220828 11,1603.4388427734375
3_20220828 12,1633.6361083984375
3_20220828 13,1663.4298095703125
3_20220828 14,1589.3172607421875
3_20220828 15,1485.79638671875
3_20220828 16,1442.3177490234375
3_20220828 17,1507.1103515625
3_20220828 18,1990.59423828125
3_20220828 19,2166.086669921875
3_20220828 20,2695.48828125
3_20220828 21,1604.1832275390625
3_20220828 22,1313.4058837890625
3_20220828 23,1194.5963134765625
3_20220829 00,1227.5074462890625
3_20220829 01,1196.25390625
3_20220829 02,1143.2220458984375
3_20220829 03,1245.2713623046875
3_20220829 04,1195.2086181640625
3_20220829 05,1284.9427490234375
3_20220829 06,1059.4476318359375
3_20220829 07,1052.2579345703125
3_20220829 08,1057.03076171875
3_20220829 09,1051.3668212890625
3_20220829 10,1113.4683837890625
3_20220829 11,1179.8909912109375
3_20220829 12,1075.0867919921875
3_20220829 13,1148.2344970703125
3_20220829 14,1171.7939453125
3_20220829 15,1124.73876953125
3_20220829 16,1084.1783447265625
3_20220829 17,1350.6103515625
3_20220829 18,1466.6373291015625
3_20220829 19,1381.6815185546875
3_20220829 20,1761.3834228515625
3_20220829 21,1537.7216796875
3_20220829 22,946.7109985351562
3_20220829 23,924.309326171875
3_20220830 00,961.73193359375
3_20220830 01,948.091796875
3_20220830 02,911.9771118164062
3_20220830 03,828.77734375
3_20220830 04,733.4130859375
3_20220830 05,718.3554077148438
3_20220830 06,717.6843872070312
3_20220830 07,771.83837890625
3_20220830 08,833.3727416992188
3_20220830 09,1032.7054443359375
3_20220830 10,1060.458984375
3_20220830 11,1129.63330078125
3_20220830 12,1221.172119140625
3_20220830 13,1208.2427978515625
3_20220830 14,1245.7137451171875
3_20220830 15,1264.171630859375
3_20220830 16,1233.6953125
3_20220830 17,1220.8941650390625
3_20220830 18,1255.9683837890625
3_20220830 19,1093.255859375
3_20220830 20,1176.2894287109375
3_20220830 21,941.2646484375
3_20220830 22,801.4332885742188
3_20220830 23,780.8095703125
3_20220831 00,794.2188110351562
3_20220831 01,733.0753784179688
3_20220831 02,771.8323364257812
3_20220831 03,818.519775390625
3_20220831 04,750.3543090820312
3_20220831 05,706.9855346679688
3_20220831 06,844.69287109375
3_20220831 07,1009.5359497070312
3_20220831 08,1162.5758056640625
3_20220831 09,1228.9384765625
3_20220831 10,1051.51806640625
3_20220831 11,1072.216552734375
3_20220831 12,1153.1866455078125
3_20220831 13,1131.9488525390625
3_20220831 14,1149.54638671875
3_20220831 15,1168.1395263671875
3_20220831 16,1107.2542724609375
3_20220831 17,1013.0226440429688
3_20220831 18,1533.1522216796875
3_20220831 19,1183.8182373046875
3_20220831 20,1726.4984130859375
3_20220831 21,1113.7723388671875
3_20220831 22,891.14794921875
3_20220831 23,804.0703735351562
4_20220825 00,717.3237915039062
4_20220825 01,698.3489379882812
4_20220825 02,686.3475952148438
4_20220825 03,689.7664184570312
4_20220825 04,701.458984375
4_20220825 05,690.97265625
4_20220825 06,766.7946166992188
4_20220825 07,823.0835571289062
4_20220825 08,1091.73193359375
4_20220825 09,1220.3594970703125
4_20220825 10,1417.5726318359375
4_20220825 11,1421.0565185546875
4_20220825 12,1352.6815185546875
4_20220825 13,1402.0296630859375
4_20220825 14,1329.1434326171875
4_20220825 15,1273.041748046875
4_20220825 16,1422.9298095703125
4_20220825 17,1461.005859375
4_20220825 18,1396.2095947265625
4_20220825 19,1236.3009033203125
4_20220825 20,906.1141967773438
4_20220825 21,873.235107421875
4_20220825 22,754.60205078125
4_20220825 23,689.52880859375
4_20220826 00,689.5127563476562
4_20220826 01,697.524658203125
4_20220826 02,693.8588256835938
4_20220826 03,688.70263671875
4_20220826 04,700.5155639648438
4_20220826 05,706.65478515625
4_20220826 06,757.2300415039062
4_20220826 07,821.6884155273438
4_20220826 08,1084.3980712890625
4_20220826 09,1292.9451904296875
4_20220826 10,1398.8826904296875
4_20220826 11,1423.2230224609375
4_20220826 12,1306.69921875
4_20220826 13,1340.7188720703125
4_20220826 14,1312.2401123046875
4_20220826 15,1441.90625
4_20220826 16,1449.9072265625
4_20220826 17,1340.2154541015625
4_20220826 18,1310.1075439453125
4_20220826 19,1155.2540283203125
4_20220826 20,909.99853515625
4_20220826 21,888.4705200195312
4_20220826 22,882.0402221679688
4_20220826 23,716.890625
4_20220827 00,703.0405883789062
4_20220827 01,724.0541381835938
4_20220827 02,824.493896484375
4_20220827 03,731.0330200195312
4_20220827 04,803.6921997070312
4_20220827 05,699.155517578125
4_20220827 06,750.311279296875
4_20220827 07,845.8097534179688
4_20220827 08,1072.4761962890625
4_20220827 09,960.8862915039062
4_20220827 10,1286.297607421875
4_20220827 11,1451.1773681640625
4_20220827 12,1476.9371337890625
4_20220827 13,1521.7364501953125
4_20220827 14,1504.7322998046875
4_20220827 15,1465.7725830078125
4_20220827 16,1489.4285888671875
4_20220827 17,1406.4752197265625
4_20220827 18,1227.4775390625
4_20220827 19,1044.41064453125
4_20220827 20,742.7770385742188
4_20220827 21,745.075439453125
4_20220827 22,684.1953735351562
4_20220827 23,649.2693481445312
4_20220828 00,671.4940185546875
4_20220828 01,656.18310546875
4_20220828 02,686.9756469726562
4_20220828 03,691.0294799804688
4_20220828 04,702.912353515625
4_20220828 05,727.2749633789062
4_20220828 06,753.507568359375
4_20220828 07,829.0084838867188
4_20220828 08,1023.6078491210938
4_20220828 09,1000.5576171875
4_20220828 10,1200.046875
4_20220828 11,1333.0208740234375
4_20220828 12,1387.0767822265625
4_20220828 13,1374.5517578125
4_20220828 14,1360.8343505859375
4_20220828 15,1395.8807373046875
4_20220828 16,1386.4501953125
4_20220828 17,1322.1905517578125
4_20220828 18,1190.4830322265625
4_20220828 19,1014.5350952148438
4_20220828 20,739.9790649414062
4_20220828 21,723.8114624023438
4_20220828 22,661.150146484375
4_20220828 23,684.0336303710938
4_20220829 00,670.521728515625
4_20220829 01,666.8426513671875
4_20220829 02,683.463134765625
4_20220829 03,666.297607421875
4_20220829 04,662.887451171875
4_20220829 05,662.6909790039062
4_20220829 06,757.068603515625
4_20220829 07,840.2680053710938
4_20220829 08,1070.1241455078125
4_20220829 09,1150.3629150390625
4_20220829 10,1304.35498046875
4_20220829 11,1377.3365478515625
4_20220829 12,1450.6103515625
4_20220829 13,1347.9326171875
4_20220829 14,1385.8250732421875
4_20220829 15,1412.5203857421875
4_20220829 16,1484.81298828125
4_20220829 17,1348.5030517578125
4_20220829 18,1280.7044677734375
4_20220829 19,1161.8460693359375
4_20220829 20,881.028564453125
4_20220829 21,796.8947143554688
4_20220829 22,856.2328491210938
4_20220829 23,783.4766235351562
4_20220830 00,765.9486694335938
4_20220830 01,701.802734375
4_20220830 02,684.4443359375
4_20220830 03,711.4649047851562
4_20220830 04,760.8894653320312
4_20220830 05,775.2041015625
4_20220830 06,894.1051635742188
4_20220830 07,974.33544921875
4_20220830 08,1111.376220703125
4_20220830 09,1168.10009765625
4_20220830 10,1268.2955322265625
4_20220830 11,1374.16357421875
4_20220830 12,1329.8873291015625
4_20220830 13,1372.51513671875
4_20220830 14,1333.2325439453125
4_20220830 15,1343.5733642578125
4_20220830 16,1363.0897216796875
4_20220830 17,1311.2681884765625
4_20220830 18,1313.6453857421875
4_20220830 19,1183.895263671875
4_20220830 20,982.8888549804688
4_20220830 21,862.8186645507812
4_20220830 22,771.3059692382812
4_20220830 23,696.3065795898438
4_20220831 00,692.1458129882812
4_20220831 01,733.5496215820312
4_20220831 02,674.8001098632812
4_20220831 03,695.5123901367188
4_20220831 04,701.7107543945312
4_20220831 05,712.84423828125
4_20220831 06,743.3207397460938
4_20220831 07,846.4984741210938
4_20220831 08,1071.345947265625
4_20220831 09,1211.471923828125
4_20220831 10,1348.4329833984375
4_20220831 11,1479.9801025390625
4_20220831 12,1431.3082275390625
4_20220831 13,1412.93896484375
4_20220831 14,1453.7869873046875
4_20220831 15,1423.0216064453125
4_20220831 16,1417.4700927734375
4_20220831 17,1477.2962646484375
4_20220831 18,1278.3309326171875
4_20220831 19,1219.9483642578125
4_20220831 20,907.2053833007812
4_20220831 21,826.05029296875
4_20220831 22,748.3533325195312
4_20220831 23,708.2059936523438
5_20220825 00,1760.8472900390625
5_20220825 01,1946.9796142578125
5_20220825 02,1884.9586181640625
5_20220825 03,1799.7596435546875
5_20220825 04,1805.9100341796875
5_20220825 05,1852.216796875
5_20220825 06,1947.8192138671875
5_20220825 07,1994.7215576171875
5_20220825 08,2309.093505859375
5_20220825 09,2206.78515625
5_20220825 10,2563.103271484375
5_20220825 11,2595.764404296875
5_20220825 12,2756.861083984375
5_20220825 13,3692.417236328125
5_20220825 14,2819.158935546875
5_20220825 15,2998.033447265625
5_20220825 16,2746.275634765625
5_20220825 17,2951.643798828125
5_20220825 18,2331.9755859375
5_20220825 19,2082.787841796875
5_20220825 20,1992.8128662109375
5_20220825 21,2086.994384765625
5_20220825 22,1920.9122314453125
5_20220825 23,1910.0614013671875
5_20220826 00,1878.5941162109375
5_20220826 01,1816.4847412109375
5_20220826 02,1812.8868408203125
5_20220826 03,1841.1558837890625
5_20220826 04,1843.6436767578125
5_20220826 05,1821.228515625
5_20220826 06,1900.9287109375
5_20220826 07,1988.4805908203125
5_20220826 08,2220.804443359375
5_20220826 09,2134.3642578125
5_20220826 10,2511.104248046875
5_20220826 11,2669.287353515625
5_20220826 12,3118.622802734375
5_20220826 13,2999.886474609375
5_20220826 14,3015.400390625
5_20220826 15,2882.326416015625
5_20220826 16,2983.402587890625
5_20220826 17,3241.372802734375
5_20220826 18,3168.826904296875
5_20220826 19,3076.6640625
5_20220826 20,2276.331787109375
5_20220826 21,1967.8265380859375
5_20220826 22,1946.9412841796875
5_20220826 23,1955.2476806640625
5_20220827 00,1878.1490478515625
5_20220827 01,1805.1885986328125
5_20220827 02,1867.2061767578125
5_20220827 03,1571.9228515625
5_20220827 04,1724.0137939453125
5_20220827 05,1736.8238525390625
5_20220827 06,1876.3953857421875
5_20220827 07,2533.080322265625
5_20220827 08,3899.363525390625
5_20220827 09,3646.641357421875
5_20220827 10,3852.533447265625
5_20220827 11,6663.05712890625
5_20220827 12,7125.34228515625
5_20220827 13,7301.42626953125
5_20220827 14,7141.44140625
5_20220827 15,7130.10791015625
5_20220827 16,7037.38134765625
5_20220827 17,6551.35205078125
5_20220827 18,4259.56640625
5_20220827 19,3902.678466796875
5_20220827 20,2108.010009765625
5_20220827 21,2055.284912109375
5_20220827 22,1979.7874755859375
5_20220827 23,1965.11328125
5_20220828 00,1904.9473876953125
5_20220828 01,1772.3995361328125
5_20220828 02,1764.2757568359375
5_20220828 03,1800.818359375
5_20220828 04,1812.8656005859375
5_20220828 05,1716.4208984375
5_20220828 06,1828.4248046875
5_20220828 07,2727.556884765625
5_20220828 08,3338.966796875
5_20220828 09,3816.126953125
5_20220828 10,3759.391357421875
5_20220828 11,5477.77392578125
5_20220828 12,7103.19580078125
5_20220828 13,6906.67626953125
5_20220828 14,7043.66650390625
5_20220828 15,7422.42822265625
5_20220828 16,7328.77978515625
5_20220828 17,6978.36962890625
5_20220828 18,3898.628662109375
5_20220828 19,4215.78125
5_20220828 20,2220.958740234375
5_20220828 21,1672.0843505859375
5_20220828 22,1850.3212890625
5_20220828 23,1752.8968505859375
5_20220829 00,1980.7684326171875
5_20220829 01,1876.6124267578125
5_20220829 02,2022.7139892578125
5_20220829 03,1908.9461669921875
5_20220829 04,1892.2906494140625
5_20220829 05,1784.1629638671875
5_20220829 06,1819.12890625
5_20220829 07,2105.573486328125
5_20220829 08,2296.508056640625
5_20220829 09,2451.359619140625
5_20220829 10,2816.063720703125
5_20220829 11,2588.683837890625
5_20220829 12,3626.511474609375
5_20220829 13,2757.810791015625
5_20220829 14,3448.412841796875
5_20220829 15,2979.740234375
5_20220829 16,3602.492919921875
5_20220829 17,2672.669189453125
5_20220829 18,2794.572021484375
5_20220829 19,2180.564208984375
5_20220829 20,2056.660400390625
5_20220829 21,1988.6326904296875
5_20220829 22,1963.6820068359375
5_20220829 23,1872.6090087890625
5_20220830 00,1830.7344970703125
5_20220830 01,1864.9119873046875
5_20220830 02,1868.2117919921875
5_20220830 03,1671.2503662109375
5_20220830 04,1787.0699462890625
5_20220830 05,1831.3162841796875
5_20220830 06,1999.1119384765625
5_20220830 07,1942.2471923828125
5_20220830 08,1751.1005859375
5_20220830 09,2412.010009765625
5_20220830 10,3051.703369140625
5_20220830 11,3566.007080078125
5_20220830 12,3024.084228515625
5_20220830 13,3485.518798828125
5_20220830 14,3512.894287109375
5_20220830 15,3230.777099609375
5_20220830 16,3514.839599609375
5_20220830 17,2801.492431640625
5_20220830 18,2889.728759765625
5_20220830 19,2775.115966796875
5_20220830 20,2385.135986328125
5_20220830 21,2042.578125
5_20220830 22,1941.4097900390625
5_20220830 23,1847.0118408203125
5_20220831 00,1829.2366943359375
5_20220831 01,1839.4324951171875
5_20220831 02,1780.0660400390625
5_20220831 03,1785.2890625
5_20220831 04,1818.6502685546875
5_20220831 05,1848.5548095703125
5_20220831 06,1898.7437744140625
5_20220831 07,2032.0150146484375
5_20220831 08,2226.228759765625
5_20220831 09,2380.912841796875
5_20220831 10,2455.450927734375
5_20220831 11,3411.46484375
5_20220831 12,3230.021484375
5_20220831 13,2961.745849609375
5_20220831 14,3428.764892578125
5_20220831 15,2966.126953125
5_20220831 16,2511.244384765625
5_20220831 17,3119.384521484375
5_20220831 18,2280.3681640625
5_20220831 19,2405.344482421875
5_20220831 20,2114.243408203125
5_20220831 21,2007.9747314453125
5_20220831 22,1893.9222412109375
5_20220831 23,1840.3046875
6_20220825 00,1267.746337890625
6_20220825 01,1145.24169921875
6_20220825 02,1091.5054931640625
6_20220825 03,1105.3558349609375
6_20220825 04,1148.7100830078125
6_20220825 05,1258.9332275390625
6_20220825 06,1406.1702880859375
6_20220825 07,1637.875
6_20220825 08,1572.3333740234375
6_20220825 09,2235.246337890625
6_20220825 10,2768.3349609375
6_20220825 11,2876.6513671875
6_20220825 12,2824.9970703125
6_20220825 13,2849.289794921875
6_20220825 14,2778.302978515625
6_20220825 15,2920.0068359375
6_20220825 16,2762.1455078125
6_20220825 17,2877.314453125
6_20220825 18,2865.385986328125
6_20220825 19,2189.45751953125
6_20220825 20,1936.9031982421875
6_20220825 21,1525.2076416015625
6_20220825 22,1420.9853515625
6_20220825 23,1236.2730712890625
